longitude	latitude	value
106.2450027	29.2741661	1.0000000
106.2841644	29.2741661	1.0000000
106.2850037	29.2741661	1.0000000
106.2858353	29.2741661	1.0000000
106.2866669	29.2741661	1.0000000
106.2874985	29.2741661	1.0000000
106.3391647	29.2741661	1.0000000
106.3399963	29.2741661	1.0000000
106.3408356	29.2741661	1.0000000
106.3416672	29.2741661	1.0000000
106.3424988	29.2741661	1.0000000
106.3433304	29.2741661	1.0000000
106.3441696	29.2741661	1.0000000
107.8899994	29.2741661	1.0000000
106.2341690	29.2749996	1.0000000
106.2350006	29.2749996	1.0000000
106.2383347	29.2749996	1.0000000
106.2391663	29.2749996	1.0000000
106.2399979	29.2749996	1.0000000
106.2408371	29.2749996	1.0000000
106.2416687	29.2749996	1.0000000
